Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Mario Montalbetti	Corresponding	Journal Article	12446896	Science	2002	Linguistics. Noam's Ark.	Department of Linguistics; University of Arizona; Tucson; AZ 85721; USA. tgb@u.arizona.edu
James N Head	First	Journal Article	12424385	Science	2002	Martian meteorite launch: high-speed ejecta from small craters.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA.
H Jay Melosh	2	Journal Article	12424385	Science	2002	Martian meteorite launch: high-speed ejecta from small craters.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA.
Boris A Ivanov	Corresponding	Journal Article	12424385	Science	2002	Martian meteorite launch: high-speed ejecta from small craters.	Department of Planetary Sciences; University of Arizona; 1629 East University Boulevard; Tucson; AZ 85721; USA.
Brian J Enquist	First	Journal Article	12374977	Nature	2002	General patterns of taxonomic and biomass partitioning in extant and fossil plant communities.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
John P Haskell	Corresponding	Journal Article	12374977	Nature	2002	General patterns of taxonomic and biomass partitioning in extant and fossil plant communities.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Bruce H Tiffney	Corresponding	Journal Article	12374977	Nature	2002	General patterns of taxonomic and biomass partitioning in extant and fossil plant communities.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA. benquist@u.arizona.edu
Alfred S McEwen	Corresponding	Journal Article	12351777	Science	2002	Planetary science. Active volcanism on Io.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. mcewen@lpl.arizona.edu
K L Hoffman	First	Journal Article	12242447	Science	2002	Coordinated reactivation of distributed memory traces in primate neocortex.	Division of Neural Systems; Memory; and Aging; University of Arizona; Tucson; AZ 85724; USA.
B L McNaughton	Corresponding	Journal Article	12242447	Science	2002	Coordinated reactivation of distributed memory traces in primate neocortex.	Division of Neural Systems; Memory; and Aging; University of Arizona; Tucson; AZ 85724; USA.
Jason Kirk	First	Journal Article	12228713	Science	2002	A major Archean, gold- and crust-forming event in the Kaapvaal craton, South Africa.	Department of Geosciences; University of Arizona; Tucson; AZ 85721; USA. jkirk@geo.arizona.edu
Joaquin Ruiz	Corresponding	Journal Article	12228713	Science	2002	A major Archean, gold- and crust-forming event in the Kaapvaal craton, South Africa.	Department of Geosciences; University of Arizona; Tucson; AZ 85721; USA. jkirk@geo.arizona.edu
John Chesley	Corresponding	Journal Article	12228713	Science	2002	A major Archean, gold- and crust-forming event in the Kaapvaal craton, South Africa.	Department of Geosciences; University of Arizona; Tucson; AZ 85721; USA. jkirk@geo.arizona.edu
John Walshe	Corresponding	Journal Article	12228713	Science	2002	A major Archean, gold- and crust-forming event in the Kaapvaal craton, South Africa.	Department of Geosciences; University of Arizona; Tucson; AZ 85721; USA. jkirk@geo.arizona.edu
Gavin England	Corresponding	Journal Article	12228713	Science	2002	A major Archean, gold- and crust-forming event in the Kaapvaal craton, South Africa.	Department of Geosciences; University of Arizona; Tucson; AZ 85721; USA. jkirk@geo.arizona.edu
W V Boynton	First	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
W C Feldman	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
S W Squyres	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
T H Prettyman	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
J Bruckner	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
L G Evans	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
R C Reedy	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
R Starr	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
J R Arnold	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
D M Drake	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
P A J Englert	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
A E Metzger	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
Igor Mitrofanov	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
J I Trombka	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
C D'Uston	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
H Wanke	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
O Gasnault	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
D K Hamara	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
D M Janes	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
R L Marcialis	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
S Maurice	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
I Mikheeva	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
G J Taylor	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
R Tokar	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
C Shinohara	Corresponding	Journal Article	12040090	Science	2002	Distribution of hydrogen in the near surface of Mars: evidence for subsurface ice deposits.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. wboynton@lpl.arizona.edu
Wenhui Zhou	First	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Stephen M Kuebler	2	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Kevin L Braun	3	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Tianyue Yu	4	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
J Kevin Cammack	5	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Christopher K Ober	6	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Joseph W Perry	7	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
Seth R Marder	Corresponding	Journal Article	12004126	Science	2002	An efficient two-photon-generated photoacid applied to positive-tone 3D microfabrication.	Department of Chemistry; Optical Sciences Center; University of Arizona; Tucson; AZ 85721; USA.
H J Melosh	Corresponding	Journal Article	12004107	Science	2002	Asteroids. Traces of an unusual impact.	Lunar and Planetary Laboratory; University of Arizona; Tucson; AZ 85721; USA. jmelosh@lpl.arizona.edu
Subhabrata Sanyal	First	Journal Article	11976688	Nature	2002	AP-1 functions upstream of CREB to control synaptic plasticity in Drosophila.	Department of Molecular and Cellular Biology; University of Arizona; Tucson 85721; USA.
David J Sandstrom	2	Journal Article	11976688	Nature	2002	AP-1 functions upstream of CREB to control synaptic plasticity in Drosophila.	Department of Molecular and Cellular Biology; University of Arizona; Tucson 85721; USA.
Charles A Hoeffer	3	Journal Article	11976688	Nature	2002	AP-1 functions upstream of CREB to control synaptic plasticity in Drosophila.	Department of Molecular and Cellular Biology; University of Arizona; Tucson 85721; USA.
Mani Ramaswami	Corresponding	Journal Article	11976688	Nature	2002	AP-1 functions upstream of CREB to control synaptic plasticity in Drosophila.	Department of Molecular and Cellular Biology; University of Arizona; Tucson 85721; USA.
Victor R Baker	Corresponding	Journal Article	11923514	Science	2002	Earth sciences. The study of superfloods.	Department of Hydrology and Water Resources; University of Arizona; Tucson; AZ 85721; USA. baker@hwr.arizona.edu
Massimo Piattelli-Palmarini	Corresponding	Journal Article	11894075	Nature	2002	Grammar: the barest essentials.	Department of Linguistics; University of Arizona; Tucson; Arizona 85721; USA.
