Name,Author Type,Article Type,Journal,Year,Article title,Author affiliation
H L House,Corresponding,Journal Article,Science,2010,Ethylene Oxide for Sterilizing Diets.,
J R Hickey,First,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
L L Stowe,2,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
H Jacobowitz,3,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
P Pellegrino,4,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
R H Maschhoff,5,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
F House,6,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
T H Vonder Haar,Corresponding,Journal Article,Science,2010,Initial solar irradiance determinations from nimbus 7 cavity radiometer measurements.,
D C Neal,Corresponding,Journal Article,Science,2010,THE OCCURRENCE OF VIABLE COTTON ROOT-ROT SCLEROTIA IN NATURE.,
G W Beadle,Corresponding,Journal Article,Science,2010,A GENE FOR SUPERNUMERARY MITOSES DURING SPORE DEVELOPMENT IN ZEA MAYS.,
D F Johnson,First,Journal Article,Science,2010,Cholesterol in Higher Plants.,
R D Bennett,2,Journal Article,Science,2010,Cholesterol in Higher Plants.,
E Heftmann,Corresponding,Journal Article,Science,2010,Cholesterol in Higher Plants.,
F D Heald,Corresponding,Journal Article,Science,2010,TOXIC EFFECT OF O AND OH IONS ON SEEDLINGS OF INDIAN CORN.,
C J Lyon,Corresponding,Journal Article,Science,2010,Measurement of Geotropic Sensitivity of Seedlings.,
E T Mertz,First,Journal Article,Science,2010,Growth of Rats Fed on Opaque-2 Maize.,
O A Veron,2,Journal Article,Science,2010,Growth of Rats Fed on Opaque-2 Maize.,
L S Bates,3,Journal Article,Science,2010,Growth of Rats Fed on Opaque-2 Maize.,
O E Nelson,Corresponding,Journal Article,Science,2010,Growth of Rats Fed on Opaque-2 Maize.,
W P Jacobs,First,Journal Article,Science,2010,Auxin Transport, Gibberellin, and Apical Dominance.,
D B Case,Corresponding,Journal Article,Science,2010,Auxin Transport, Gibberellin, and Apical Dominance.,
J Adsuar,Corresponding,Journal Article,Science,2010,Transmission of Papaya Bunchy Top by a Leaf Hopper of the Genus Empoasca.,
C R Bhatia,First,Journal Article,Science,2010,Bioenergetic considerations in cereal breeding for protein improvement.,
R Rabson,Corresponding,Journal Article,Science,2010,Bioenergetic considerations in cereal breeding for protein improvement.,
M M Goodman,Corresponding,Journal Article,Science,2010,Maize retraced cytogenetically.,
P A Sanchez,First,Journal Article,Science,2010,Amazon basin soils: management for continuous crop production.,
D E Bandy,2,Journal Article,Science,2010,Amazon basin soils: management for continuous crop production.,
J H Villachica,3,Journal Article,Science,2010,Amazon basin soils: management for continuous crop production.,
J J Nicholaides,Corresponding,Journal Article,Science,2010,Amazon basin soils: management for continuous crop production.,
F G Stiles,Corresponding,Journal Article,Science,2010,Coadapted competitors: the flowering seasons of hummingbird-pollinated plants in a tropical forest.,
T D Cockerell,Corresponding,Journal Article,Science,2010,THE ORIGIN OF THE HIGHER FLOWERING PLANTS.,
L J Pessin,Corresponding,Journal Article,Science,2010,EFFECT OF FLOWER PRODUCTION ON RATE OF GROWTH OF VEGETATIVE SHOOTS OF LONGLEAF PINE.,
R E Shanks,First,Journal Article,Science,2010,First-Year Breakdown of Leaf Litter in Southern Appalachian Forests.,
J S Olson,Corresponding,Journal Article,Science,2010,First-Year Breakdown of Leaf Litter in Southern Appalachian Forests.,
P R Jennings,Corresponding,Journal Article,Science,2010,Rice breeding and world food production.,
T A Steeves,First,Journal Article,Science,2010,Growth in Sterile Culture of Excised Leaves of Flowering Plants.,
H P Gabriel,2,Journal Article,Science,2010,Growth in Sterile Culture of Excised Leaves of Flowering Plants.,
M W Steeves,Corresponding,Journal Article,Science,2010,Growth in Sterile Culture of Excised Leaves of Flowering Plants.,
P Handler,First,Journal Article,Science,2010,Climatic anomalies in the tropical pacific ocean and corn yields in the United States.,
E Handler,Corresponding,Journal Article,Science,2010,Climatic anomalies in the tropical pacific ocean and corn yields in the United States.,
D E Williams,Corresponding,Journal Article,Science,2010,Anion-Exchange Properties of Plant Root Surfaces.,
H Y Kim,First,Journal Article,Science,2010,Potassium Channels in Samanea saman Protoplasts Controlled by Phytochrome and the Biological Clock.,
G G Cot̩,2,Journal Article,Science,2010,Potassium Channels in Samanea saman Protoplasts Controlled by Phytochrome and the Biological Clock.,
R C Crain,Corresponding,Journal Article,Science,2010,Potassium Channels in Samanea saman Protoplasts Controlled by Phytochrome and the Biological Clock.,
L Bernstein,First,Journal Article,Science,2010,Perspective on Function of Free Space in Ion Uptake by Roots.,
W R Gardner,Corresponding,Journal Article,Science,2010,Perspective on Function of Free Space in Ion Uptake by Roots.,
J VAN Overbeek,Corresponding,Journal Article,Science,2010,FLOWER FORMATION IN THE PINEAPPLE PLANT AS CONTROLLED BY 2,4-D AND NAPHTHALENEACETIC ACID.,
S G Knight,First,Journal Article,Science,2010,THE EFFECT OF CORN STEEP LIQUOR ASH ON PENICILLIN PRODUCTION.,
W C Frazier,Corresponding,Journal Article,Science,2010,THE EFFECT OF CORN STEEP LIQUOR ASH ON PENICILLIN PRODUCTION.,
M J Davis,First,Journal Article,Science,2010,Ratoon stunting disease of sugarcane: isolation of the causal bacterium.,
A G Gillaspie,2,Journal Article,Science,2010,Ratoon stunting disease of sugarcane: isolation of the causal bacterium.,
R W Harris,3,Journal Article,Science,2010,Ratoon stunting disease of sugarcane: isolation of the causal bacterium.,
R H Lawson,Corresponding,Journal Article,Science,2010,Ratoon stunting disease of sugarcane: isolation of the causal bacterium.,
S R Bose,First,Journal Article,Science,2010,Effect of Crude Polyporin on Seed Germination and Root Growth; A Preliminary Study.,
A B Bose,2,Journal Article,Science,2010,Effect of Crude Polyporin on Seed Germination and Root Growth; A Preliminary Study.,
K L Dey,Corresponding,Journal Article,Science,2010,Effect of Crude Polyporin on Seed Germination and Root Growth; A Preliminary Study.,
S Cole,First,Journal Article,Science,2010,Spatial learning as an adaptation in hummingbirds.,
F R Hainsworth,2,Journal Article,Science,2010,Spatial learning as an adaptation in hummingbirds.,
A C Kamil,3,Journal Article,Science,2010,Spatial learning as an adaptation in hummingbirds.,
T Mercier,4,Journal Article,Science,2010,Spatial learning as an adaptation in hummingbirds.,
L L Wolf,Corresponding,Journal Article,Science,2010,Spatial learning as an adaptation in hummingbirds.,
E O Hovey,Corresponding,Journal Article,Science,2010,NELSON'S LOOSE LEAF ENCYCLOPEDIA.,
C E Stoops,First,Journal Article,Science,2010,Radiation-Induced Reaction of Carbon Dioxide with Ethylene.,
C L Furrow,Corresponding,Journal Article,Science,2010,Radiation-Induced Reaction of Carbon Dioxide with Ethylene.,
L N Hawkins,Corresponding,Journal Article,Science,2010,NOTES ON THE GENUS TYPHA AND ITS NEMATODE ROOT GALL--HETERODERA RADICICOLA (GREEFF) MULL.,
J W Mitchell,First,Journal Article,Science,2010,Intracellular Transport Apparatus of Phloem Fibers.,
J F Worley,Corresponding,Journal Article,Science,2010,Intracellular Transport Apparatus of Phloem Fibers.,
N A Brown,Corresponding,Journal Article,Science,2010,A NEW BACTERIAL DISEASE OF TOMATO FRUITS.,
R W Luecke,First,Journal Article,Science,2010,The Effect of Vitamin B12 Concentrate on the Growth of Weanling Pigs Fed Corn-Soybean Diets.,
W N McMillen,2,Journal Article,Science,2010,The Effect of Vitamin B12 Concentrate on the Growth of Weanling Pigs Fed Corn-Soybean Diets.,
F Thorp,3,Journal Article,Science,2010,The Effect of Vitamin B12 Concentrate on the Growth of Weanling Pigs Fed Corn-Soybean Diets.,
J R Boniece,Corresponding,Journal Article,Science,2010,The Effect of Vitamin B12 Concentrate on the Growth of Weanling Pigs Fed Corn-Soybean Diets.,
F K Sparrow,Corresponding,Journal Article,Science,2010,THE OCCURRENCE OF TRUE SPORANGIA IN THE PHYSODERMA DISEASE OF CORN.,
H C Dostal,First,Journal Article,Science,2010,Gibberellin delays ripening of tomatoes.,
A C Leopold,Corresponding,Journal Article,Science,2010,Gibberellin delays ripening of tomatoes.,
N M Balotin,First,Journal Article,Science,2010,Spontaneous Electrical Activity of Dionaea muscipula.,
J R Dipalma,Corresponding,Journal Article,Science,2010,Spontaneous Electrical Activity of Dionaea muscipula.,
L B Richardson,First,Journal Article,Science,2010,Genetic and Environmental Variation: Effect on Pigments of Selected Maize Mutants.,
D S Robertson,2,Journal Article,Science,2010,Genetic and Environmental Variation: Effect on Pigments of Selected Maize Mutants.,
I C Anderson,Corresponding,Journal Article,Science,2010,Genetic and Environmental Variation: Effect on Pigments of Selected Maize Mutants.,
Y S Wong,First,Journal Article,Science,2010,Cellulases Can Enhance beta-Glucan Synthesis.,
G B Fincher,2,Journal Article,Science,2010,Cellulases Can Enhance beta-Glucan Synthesis.,
G A Maclachlan,Corresponding,Journal Article,Science,2010,Cellulases Can Enhance beta-Glucan Synthesis.,
T B Osborne,Corresponding,Journal Article,Science,2010,THE NUTRITIVE VALUE OF THE PROTEINS OF MAIZE.,
W N Ezekiel,First,Journal Article,Science,2010,COMPARING SOIL FUNGICIDES WITH SPECIAL REFERENCE TO PHYMATOTRICHUM ROOT ROT.,
J J Taubenhaus,Corresponding,Journal Article,Science,2010,COMPARING SOIL FUNGICIDES WITH SPECIAL REFERENCE TO PHYMATOTRICHUM ROOT ROT.,
A T Erwin,Corresponding,Journal Article,Science,2010,A RARE SPECIMEN OF ZEA MAYS VAR. SACCHARATA.,
P R White,First,Journal Article,Science,2010,"Root Pressure" in Gymnosperms.,
E Schuker,2,Journal Article,Science,2010,"Root Pressure" in Gymnosperms.,
J R Kern,3,Journal Article,Science,2010,"Root Pressure" in Gymnosperms.,
F H Fuller,Corresponding,Journal Article,Science,2010,"Root Pressure" in Gymnosperms.,
H Gunthorp,Corresponding,Journal Article,Science,2010,HAY-FEVER AND A NATIONAL FLOWER.,
M J Jaffe,First,Journal Article,Science,2010,A pea mutant for the study of hydrotropism in roots.,
H Takahashi,2,Journal Article,Science,2010,A pea mutant for the study of hydrotropism in roots.,
R L Biro,Corresponding,Journal Article,Science,2010,A pea mutant for the study of hydrotropism in roots.,
C A Appleby,First,Journal Article,Science,2010,Hemoglobin in a nonleguminous plant, parasponia: possible genetic origin and function in nitrogen fixation.,
J D Tjepkema,2,Journal Article,Science,2010,Hemoglobin in a nonleguminous plant, parasponia: possible genetic origin and function in nitrogen fixation.,
M J Trinick,Corresponding,Journal Article,Science,2010,Hemoglobin in a nonleguminous plant, parasponia: possible genetic origin and function in nitrogen fixation.,
S R Colby,First,Journal Article,Science,2010,Herbicides: Combination Enhances Selectivity.,
G F Warren,Corresponding,Journal Article,Science,2010,Herbicides: Combination Enhances Selectivity.,
F A Norstadt,First,Journal Article,Science,2010,Phytotoxic Substance from a Species of Penicillium.,
T M McCalla,Corresponding,Journal Article,Science,2010,Phytotoxic Substance from a Species of Penicillium.,
B G Pickard,First,Journal Article,Science,2010,Immediate Cause of Phototropic Curvature in the Maize Seedling.,
K V Thimann,Corresponding,Journal Article,Science,2010,Immediate Cause of Phototropic Curvature in the Maize Seedling.,
C J Tucker,First,Journal Article,Science,2010,African land-cover classification using satellite data.,
J R Townshend,2,Journal Article,Science,2010,African land-cover classification using satellite data.,
T E Goff,Corresponding,Journal Article,Science,2010,African land-cover classification using satellite data.,
P C Mangelsdorf,First,Journal Article,Science,2010,Domestication of Corn.,
R S Macneish,2,Journal Article,Science,2010,Domestication of Corn.,
W C Galinat,Corresponding,Journal Article,Science,2010,Domestication of Corn.,
N Ae,First,Journal Article,Science,2010,Phosphorus uptake by pigeon pea and its role in cropping systems of the Indian subcontinent.,
J Arihara,2,Journal Article,Science,2010,Phosphorus uptake by pigeon pea and its role in cropping systems of the Indian subcontinent.,
K Okada,3,Journal Article,Science,2010,Phosphorus uptake by pigeon pea and its role in cropping systems of the Indian subcontinent.,
T Yoshihara,4,Journal Article,Science,2010,Phosphorus uptake by pigeon pea and its role in cropping systems of the Indian subcontinent.,
C Johansen,Corresponding,Journal Article,Science,2010,Phosphorus uptake by pigeon pea and its role in cropping systems of the Indian subcontinent.,
W L Doran,Corresponding,Journal Article,Science,2010,RELATION OF THE ADJUSTMENT OF SOIL REACTION TO BLACK ROOT-ROT OF TOBACCO.,
D L Dilcher,Corresponding,Journal Article,Science,2010,Eocene Epiphyllous Fungi.,
I T Baldwin,First,Journal Article,Science,2010,Rapid changes in tree leaf chemistry induced by damage: evidence for communication between plants.,
J C Schultz,Corresponding,Journal Article,Science,2010,Rapid changes in tree leaf chemistry induced by damage: evidence for communication between plants.,
J B Davy,Corresponding,Journal Article,Science,2010,OBSERVATIONS ON THE INHERITANCE OF CHARACTERS IN ZEA MAYS LINN.,
H K Wilson,Corresponding,Journal Article,Science,2007,AGRONOMIC ADVANCES IN THE AGRICULTURE OF THE CORN BELT AND THE GREAT PLAINS REGIONS.,
A Fischer,Corresponding,Journal Article,Science,2010,The Application of Soybean Inhibitor in Tissue Cultivation.,
C McMillan,Corresponding,Journal Article,Science,2010,Photoperiod in three xanthium populations from the tropic of cancer in Mexico.,
J A Real,First,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
E Andr̩s,2,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
M C Mu̱oz,3,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
M Julve,4,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
T Granier,5,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
A Bousseksou,6,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
F Varret,Corresponding,Journal Article,Science,2010,Spin crossover in a catenane supramolecular system.,
